,text,aspect,label
2412,The Company responded to feedback and request for implementing 2f authentication for customers.,Company,1
886,"Native Dark-mode is needed. 

MacOS, iOS and iPadOS now have OS level dark mode, but AirTable is lagging behind ...",MacOS,1
3994,I entered the email to sign up and immediately error message that the data can't be read?,email,1
41,it does load correctly in incognito,load,0
3721,"right ok, that may be because of facebook's requirement of 4:3/4:5 dimensions, which we do not do yet",facebook,1
478,improve the quality of your supplies.,quality,0
1171,"Good, but slow",slow,0
2633,In iPad Pro 11 2020,iPad,1
2592,"thanks, this sounds like it might be the best option for us i need to check with my manager about payment/invoicing, would we pay via credit card now or by invoice?",credit,1
2223,"ok, so we have initiated the refund with the details which we had.",refund,1
667,i just tried to move it to a different page and lost all my data.,data,0
1701,why a partial refund.i was only billed today i should have the full payment please.,payment,1
1765,"I am a crafter who has a huge lot of stamp sets and dies - this free app is the best way I have found to keep track of what I have and find what I am looking for so much easier 

",crafter,1
2836,very poor functionality to write and edit longer texts.,write,0
2349,my card was charged and i did not realize it was going to be charged $360.,charged,0
3219,that means i can use a premium template and then export it without payment.,pay,0
167,"i also love that i can use this app for managing my small business from operations, to product development, marketing, and customer experience.",app,2
971,"yes, i have a small logo in all the scenes i just noticed and need to remove it",remove,1
936,this is not a video from a template i want to trim,TEMPLATE,1
897,"effective may 10, 2021, we will use this information to apply tax to your next notion invoice, if applicable.","invoice,",1
1511,what would be nice is a possibility for widgets on the home screen to quickly add a page/note!,widgets,0
2856,this is not a video from a template i want to trim,TRIM,1
2413,only issue that i faced that required the uninstall was that there is no undo / back / cancel in the profile creation page that pops up if you click google's federated sign-in.,undo,0
2015,I am so sorry about the trouble with your evernote import.,Evernote,2
2119,"though we have regular milk subscription, if we order any other items, again delivery charges will be added.",milk,0
2770,improve your non milk product quality especially veggies,milk,0
2181,hi i want to delete my credit card information because i do not need the app,credit,1
1565,It’s very easy to navigate once you pick it up.,navigate,2
3006,let me try with other browser,browser,1
603,notion desktop app is the best productivity tool but the app totally sucks.,tool,2
2403,"such as schedule planner, shopping list, review ranking, etc.","shopping list,",2
3647,no proper transaction history - poor app quality - wrong delivery shown on app very bad service at all,service,0
1810,update:,update:,2
1433,"i really really love the notion desktop app and use it to keep track of my lists, thoughts, ideas, a lot of my life.",app,2
2396,great delivery and good customer care service,Great delivery,2
1697,"i still hold the opinion that this app might have a bit of a sharp learning curve for the average folk, but man",app,0
2242,"okay, i will cancel this for you from backend and initiate a refund (pro-rata basis)",refund,0
1686,is in beta currently.,beta,1
1901,notion desktop app is the best productivity tool but the app totally sucks.,desktop app,2
3010,"the app takes a long time to load on android, which makes it difficult to quickly take notes or ideas on the go.",app,2
1407,"amazingly well designed, well detailed and an easy interface with so much choices.!",Amazingly,2
1873,will these account have individual access in different email and password?,account,1
42,i try to import large amount of notes from evernote.,notes,0
3142,freezes on the splash screen.,splash screen.,0
2040,@notionstatus @notionhq @notionstatus i had reported issue regarding the content I am saving using notion web clippe.,web,1
3045,delivery time and delivery charges.,delivery charges.,0
934,a very nice app for those who wants to organize all of their stuff into one space and make it creative.,organize,2
3495,"great web app, lacks layout on android.",layout,0
613,"This app (and particularly the web version, which I use on my laptop) have revolutionized the way I approach my job and my personal projects.",personal,2
3913,my most favorite app on my phone.,app,2
162,Not optimised for tablet...,optimised,0
2408,a vat/gst number is not required for your tax jurisdiction.,tax,0
3127,please optimize your app for android,android,0
2241,this mobile version sucks.,mobile version,0
3829,when booking first subscription supr promised me for supr bag till now i have nt got the bag,supr bag,0
1297,App functions pretty well but it is a shame that most views are not yet available on the app.,views,0
2614,awesome and bit wild west,Awesome,2
3659,excellent note making app.,note making app.,2
1889,i have cancelled it and you are back on the free account,cancelled,1
1546,hi i would like to cancel my subscription please,subscription,0
747,i made the payment and when i went to check my subscribtion plan it says busienss monthly,payment,1
1001,i find this app extremely useful for note taking.,app,0
1382,but i tried notion and all i get is a link to facebook or the webpage,webpage,0
353,do you have a image editing software,edit,1
523,i am transfering all my business stuff over to a new bank .,business,1
176,"prompt delivery, professional delivery partners, products are of good quality with some exceptions which is redressed timely.","delivery,",2
1227,Always recommend to my client.,client,2
3401,do not miss delivery commitments,delivery commitments,0
3213,"uploading a brand logo also does nothing, the logo is not added",Logo,0
3432,"apologies, we cannot copy any element or clip from one project to another",copy,2
542,"incredible slow start up, it is useless if i have to wait so much",slow start,0
3285,"since lockdown, quality of fruits and vegetables has drastically gone down.",vegetables,0
1640,fruits like apple,Fruits,0
1455,"i just created a new account, but i seem to have two notebooks / personal plans under one email account which is causing my widgets not to work.",notebooks,0
3053,"this is intended behavior as of the moment while copying link pages and paste, and i definitely agree that this needs some polishing.",paste,0
313,apke product ki price,product,0
1384,reliability - to many items are not available after the other is placed.,Reliability,0
3281,"There is little similarity between the iOS version and desktop version; many views are unsupported, or groupings are lost.",iOS,1
2520,"i hv bn shopping online for past 12-13 yrs from different portals,but never had such a bitter experience.vegetables you supply",experience.Vegetables,0
1008,really enjoying using @notionhq for organizing my lit review for a paper.,organizing,2
3623,This is a very useful task manager app that assists me in organizing and managing my tasks whether personally or professionally,tasks,1
2092,"you took out $20 out of my account just now, kindly refund me and cancel my subscription because i can not find it",cancel,1
2829,currently not at all happy with many missed deliveries.,deliveries.,0
436,"Works as it should, dont like the lack of options on mobile as opposed to in browser",mobile,0
2479,"notion is vastly more powerful than your average notes app with many excel-like features, it is really impressive what you can achieve with it.",notes app,0
3172,try to give regular deliveries,regular deliveries,0
1005,"So easy to take notes, reference notes, keep track of projects - love the accessibility on computer, tablet and phone.
",accessibility,2
38,it lags only that is the big issue,lags,0
1294,"This is the first app I’ve ever written a review for, but it has blown me away with how useful and user-friendly",user-friendly,2
120,i have always been an evernote user but decided to try notion out after seeing some people praising it on twitter.,Notion,0
3345,"i just switched to obsidian, but i still use notion for d.",switched,1
1093,prompt and on time delivery of milk,Prompt,2
2025,1) prices are not competitive 2) poor and unreliable service.,Prices,0
109,i want to edit 2 videos on one screen,edit,1
1141,good app for organize your work.,app,2
3160,4 steps to turn @notionhq into the ultimate design inspiration system,design,2
1843,and it says that while this is rendering you can duplicate the project in another dimension,project,1
2779,you can remove the animation in the beginning and check once,remove,1
3666,ux in general of apps is not good,apps,0
1282,must improve the sales and reception,sales,0
2075,i forgot the password (recurring theme unfortunately) to it,theme,0
506,"-&gt; i want to learn for the future whether we as a team did something wrong (whether a teammate accidently deleted the file -&gt; therefore it would be good to get the mailadress of ""kaiser""), or we got hacked, or whether there was a failure in the notion system.",file,1
3314,Please add sound and on screen notification,notification,0
3323,unlimited storage multiple brand presets,Storage,2
2344,"exported, however some editions were not performed as: music, texts .","music,",0
1191,"please confirm by clicking the ""allow support access"" button, which can be found under settings &amp; members - my account - support access.",support,1
2637,"unfailing,punctual and delivered at the required place.","Unfailing,punctual",2
337,"I think that airtable is a very wonderful tool, bringing together some.of the best features of different app like tremolo, slack, and excel.",excel,1
3083,improve your application crashed issue,Improve,0
914,i texted them to an email address and then downloaded them to my desktop,downloaded,1
1991,just love it.,Just,2
1238,door bell is many times not rung by your person after delivery of items.,delivery,0
447,"hi, I am using a 24"" screen.",screen.,1
2368,We are a digital marketing agency and the app is used for our task management for 3 years now,marketing,1
172,what about images color,images,1
1973,Needs tablet and mobile update to be more useful.,update,0
931,"before time delivery, prompt service on last minute orders..kudos",service,2
74,"i love everything about notion , but you guys have such a terrible app",app,2
614,"hi notion, currently i build an okr page for my team, and I have used relations between the databases.",database,1
125,Learn about this site from product management class，Accidentally found that there are apps，Although this lesson is not how to understand，But at least website and app still help me a lot.,website,1
2746,"floating table of content
",Table,2
2190,Doesn't have start date (just due date?,date,1
1590,"bb daily is delivering the products at free cost, whereas superdaily started charging for delivery.",delivering,0
622,we have refunded your payment and cancelled your subscription.,cancelled,1
1277,prompt and timely service,Prompt,2
3041,perhaps one of the most awesome app that has been developed by the developers.,app,2
207,a lot of people are asking for more customizable color options on our timeline view.,timeline,0
3549,there are no offers in supr daily.,offers,0
300,"In the COVID-19 environment with remote working, this app has increased my team’s productivity and has allowed me greater oversight and efficiency of our operations.",efficiency,2
2573,"things get even worse on an ipad with keyboard where the selection is way too limited (can only select one line at a time to move things), and the ipad app has crashed on me multiple times when on offline mode in the plane and would not reopen until i reconnected to a network.",iPad app,0
760,it stuck with the loading page and no further progress at all.,stuck,0
1805,"Less in the free version, it has enough features to work on projects.",free,0
3301,the haptic feedbacks are sad even on an android device with decent haptic motor.,Android device,0
1451,this app is very versatile and they recently seem to have updated it so it is more like the desktop in landscape mode on an ipad.,app,2
3471,the mobile app keeps loading forever when the app is opened initially.,mobile app,2
1935,i recently bought a new ipad thinking the experience would be just as good but bitterly disappointed to see basic functionality like selecting / drag dropping items severely lacking.,functionality,0
1642,Very good app for work and personal use,personal,2
2194,i may be able to choose the thumbnail once i put the video onto youtube anyway.,thumbnail,1
3801,"absolutly hrishikesh, i a actually a new colaborator and i am working on a video tutorial for you",tutorial,1
2300,set customer care dept.as effective to redress the complains fast,customer care,0
739,as you can see there are numbers in this pdf and if you print it you can cross,pdf,1
3298,hi i wanted to know if it is posible to have this beta api access to integration notion with jotform.,integration,1
1346,@notionhq you have a couple of phishing pages asking people to give up their and office 365.,phishing,1
3001,your delivery of avin milk packets have been undepedable.,Avin milk packets,0
3350,very good service with nice attitude of staff,nice attitude of staff,2
3381,"hi, i cancelled my subscription a few days ago, yet, i was still charged the yearly fee yesterday.",subscription,0
1326,i hope an image in a scene which has a istock logo on it -- see it in the screenshot,logo,1
3755,i found the allow support access feature and appreciate it very much.,Support,1
2509,"discounts and promotions, offers",offers,2
1875,follow this from a laptop/ desktop to cancel,cancel,1
1222,"it is just the best app for students, the only inconvenience is the offline mode, it is just bad, sometimes it will not even load the texts, and the images in the notes are never kept offline.",app,2
1301,we have checked all the support docs and.,support,1
2726,and i want to make sure that it fits my needs before purchasing,purchasing,1
3475,"so - the code i have has no watermark etc, but not premium content - is that right?",watermark,1
2163,"home of the partnership for the future of learning, education funder strategy group, and grantmakers for thriving youth","Learning,",1
417,"you can easily import all of your notebooks, but the flexibility of notio.",flexibility,0
1262,"so a refund will not be possible, sorry",refund,2
1039,polite telephone operators,telephone operators,2
1508,once payments are done then no reply to the queries.,payments,0
3610,"The application is all good, how to translate into Russian?",Russian,1
2107,i love notion on my mac but not on my mobile: - can not copy more lines/blocks - no offline mode - extremely long time to load please fix it!,Mac,2
2340,prompt and professional service,professional service,2
3100,"It’s a little awkward to get started to try to understand how relationships are establish but if you have absolutely no database experience you may have an easier time the people who have used access, corral or Paradox.  

",database,1
1926,yes a scene like that from another template.,template.,1
3500,i created the webinar on powerpoint and i would like to copy the individual slides for the webinar into invideo,slides,1
3063,@miriamgonp @notionhq yo lo voy registrando en una tabla de logros voy anotando los reconocimientos,una,1
2549,"Assign the way to work is difficult to query, not at a glance each sub-task progress and the person in charge, open the task list every day, the company with this thing is not pretending Wen Qing is fake break, think that a bunch of projects will be more fruitful, the result is half the working time is in this list, how much time to do the real thing?
",company,0
1271,absolutely love notion and the mobile app is really solid.,Notion,2
2229,"hi, i want delete account and payment method .. please send me the process",payment,1
738,it is an inline gallery view (not under a toggle) and the bug usually happens when the card is medium size.,bug,0
2710,hey @notionhq is there a way to add a webpage title/embed image into the cover image for gallery table views?,gallery,1
3539,i have a 2 column based table : amount (eg : -100$ for outcomes & 100$ for incomes) & date.,table,1
51,you can cancel your plan from subscription plan page from your laptop and desktop.,cancel,1
3925,"app response is poor, support process gone bad, product costs are high, no options of re-scheduling the subscribed products for delivery once after end of subscription.",App,0
2879,i can not show and edit my notes when offline.,edit,0
854,the images are all off,off,0
680,"While the the web version progresses, the mobile version is ignored.",progresses,2
2665,"however, when i want to create a text box in my video, i do not seem able to access the preloaded brand colours.",text,1
900,"perfect, so i wanted to know how to change invideo's plan, because I am afraid i have the wrong plan, so i looked in my bill for $110.",bill,1
3980,notion is a great site and an iphone app.,Notion,2
3445,notion deserves 5 star rating but their android app still sucks.,android app,0
3087,"need widgets, pinned pages, and offline pages please provide wigets on android.",wigets,0
439,good.return procedure is fast.quality of products is too good.prices r okay.loved it really,fast.quality of products,2
618,lately the delivery has become uncertain and does not get reflected correctly unless highlighted.,delivery,0
1082,"instead of one notetaking app that tries to do everything, I am using a suite of notetaking apps that serve differen.",notetaking apps,2
1115,"A great application that eliminates excel and science crm, erp software and makes it more fun with the user interface, making everything disciplined and project-based thinking",excel,0
988,but you do not accept cashapp visa debit card?,card?,1
2073,i love love love love love this app.,app.,2
2731,"Here's my suggestion: remove this app from the App Store and enable Progressive Web App support for the Asana website. 

",website,1
795,"i believe i was able to recover that workspace, can you take a look and confirm?",workspace,1
1214,the first company is running the h kealth workspace and using okta as a saml provider for sso and scim .,SSO,1
64,"very bad service, for the essentials thing like milk","service,",0
1256,My recurring task times are now automatically set an hour earlier just because the time changed.,task,1
1643,"i like this app, but for mobile have not dark theme.","app,",2
669,"punctuality, good follow up","Punctuality,",2
1527,no proper reply on chet for supr bag for last five months and multiple complains,supr bag,0
2968,time of delivery and prompt customer service,customer service,2
3784,"hi, i need cancel my account",cancel,1
2953,would it be easier if i share the other 2 database?,share,1
481,"hi jon, i was wondering if notion ever runs any promotions or know if anyone is for your team pricing.",pricing.,1
208,condition of milk packets has not been consistently good.,milk packets,0
2435,i received limited time offer for business plan 135 dollars for the year,offer,1
1777,timely& courteous service,Timely&,2
1392,@larshofstetter @christi to build proper relational databases efficiently in @coda_hq,databases,2
3084,When will be a dark mode in the android app?,android,1
560,do you have coupons available,coupons,1
2959,i am writing to request access to the notion api beta so that i can try out the automate.io integration.,integration.,2
3416,may be delivery charge should be on some below minimum month value on milk and same for grocery,be delivery,0
2301,Event creation via the app is broken/instant crash.,Event,0
3156,"app must support androids ""multi-window"" api to would better on tablets and resize the app on the screen.",app,0
2812,"i really like notion in term of what it can do, but i give it 4 stars because the mobile app opens slowly.",notion,0
875,please arrange refund.,refund.,0
860,improve quality of vegetables and availability of items.,vegetables,0
1806,"it is not working in computer, vlc, media player.no payers can play the video which i have composed now.",computer,1
2806,@notionhq local text files was one of the top features that prompted me to shift to obsidi.,Local,1
2148,do not put product on your site if you can not deliver,deliver,0
2359,its like my video media played over the phone,video,1
2130,do not take any service charges give discount offer from your getting profit,service charges,0
1817,I used Trello for years and still use it at work.,Trello,2
3430,i want to know how many files are available in invideo to use in the templates,templates,1
3722,now a days lot days delivery is missed out.,delivery,0
65,Why is the priority not displayed in mobile versions ZB?,priority,0
544,"_ nope, that is a dated wordpress theme site for my movie + tv motion design work",design,0
1198,service for milk delivery is very good and appreciable.,milk delivery,0
2026,unable to make videos on mobile,mobile,0
864,I’m surprised that the iPad Air app is more or less just as powerful as the desktop app!,desktop,2
1495,"on account of his lethargy, i am yet to receive the refund of the amount from your office till date.",refund,0
1311,@hossam_zaki_ @notionhq @khemaridh the learning curve to use it as,learning,0
1000,still expensive but,expensive,0
1574,delivery fee and membership fee are high.,Delivery,0
2030,i want to buy invideo lifetime deal.,lifetime,2
2178,"notion has an huge potential, however is not on point yet.",Notion,2
3255,currently preparing the onboarding of a new team member by setting up task related wiki pages and screen recordings.,task,1
3693,the vat field actually will not show up until your billing address has been updated - that field automatically comes up when we have verified your address is in a taxable jurisdiction.,tax,1
3762,there is no customer support.,customer support.,0
3318,notes take too long to load and open,load,0
2506,hi I am trying to reset my password but the link is not working?,reset,1
2212,Notifications about comments in the cards do not come to the mobile phone.,mobile,0
1604,you will have to delete the logo icon everytime for now once you export and edit the video,delete,1
822,"delivery charges and rubbish schemes for delivery charges, 90 rs charged for milk delivery to same house","Delivery charges,",0
2294,I'm the biggest fan of this app,biggest,2
1992,"i paid all my team plan invoices, but i still have the trial version running:",paid,1
1859,i have a suggestion concerning the use of the page lock feature : is it possible to give the possibility to tick / untick the checkbox of a bullet list which has been locked ?,checkbox,1
2200,if your team was to do a google search.,Google,1
395,ease the service provides,service,2
3706,"hi, i have a dialogue track and music track and when i export, the music cuts off abruptly before the video ends on the exported video.",off,0
3059,can you send me a mail for the confirmation os the same?,mail,1
2348,this is the best productive app I have downloaded so far!,app,2
2749,"while the desktop app is the most wonderful software I have discovered in a few years, the android version is a difficult experience.",android version,0
1749,the app is very good and easy to use except of a few thing,app,2
2837,1 ️ Dark Mode.,Dark Mode,1
3957,"great, please implement widget in next update",widget,0
823,has anyone tried sending information from google forms to a @notionhq table directly?,table,1
3231,"When you go to signup it wants access to all of your contacts.
",wants access,0
1905,"upon checking your screenshot, it seems that you are logging in with a different email address.",logging,1
1084,"but to get only the background music, mute the videos on the scene.",music,0
161,even your customer care team confirmed that they will check the issue and still no response.,customer care,0
87,varying product ranges,product ranges,2
976,"When choosing a date, white background and white numbers.",white background,1
3320,"can not even start the app as it displays the n logo and no visible indication of what is happening (no loading bar, no spinning animation, no text, nothing)",app,0
1156,"yes, that is a lifetime plan",plan,1
3147,Helped me to get a job with the team,team,1
1797,do your deliveries properly.,deliveries,0
847,you can compress the file or trim the video and upload it in parts,upload,1
2564,since the last update ios the app does not load.,Since,2
1473,your delivery agent has been throwing the items haphazardly near the apartment gate!,delivery agent,0
4,it does not let me load a clip on the scene,load,0
1987,"the previous one i shared (id )seems to be fine now, but it was not earlier.",shared,0
3306,you can adjust the scene duration from the timeline,scene,1
3060,it would be really great if you add this ability to the app.,app.,2
2466,@phdgeek (mainly because you.can customise @notionhq to hell and import everything and share specific bits so it will.,share,1
227,i would hate for its owner to lose some of their notes if it can be avoided.,notes,0
2857,"hi andy, I am part of a team paid plan - glassworks",paid plan,1
3078,"as of the moment, creating the same view of the table that you arranged in alphabetical order and with regular width is not yet possible with our link feature.",table,0
2669,"Would love for this app to have a night mode so that when my phone goes into a dark theme, Asana would too",night mode,1
1900,the vat field actually will not show up until your billing address has been updated - that field automatically comes up when we have verified your address is in a taxable jurisdiction.,tax,1
501,"i see the potential, but the android app needs more work.",Android app,0
2672,prompt delivery and friendly customer service,customer service,2
104,"I have just started working with this software on my pc, decided to download the app","PC,",2
645,it is one of those apps that has so much potential but just ends up making you want to pull your hair out.,apps,0
858,inform about delay in delivery or if unable to deliver scheduled order.,delivery,0
1828,"awesome, i got the channel white listed, this may take 3-7 days, for now, i would suggest disputing the claim, or as you have set a video to upload with another music, that should be fine too",music,0
2861,supply of milk without delivery charge,Supply of milk,2
3856,"subscriptions are provisioned on a per-workspace basis, so you would have to pay if you wanted to have another workspace on the enterprise plan.",workspace,1
601,try updating the delivery status in advance n promptly make the necessary changes upfront you have been updating the delivery status as delivered even when you have not i had to dispute it for you change it,updating the delivery status,0
1769,"ah ok, no problem, i will mail you the offer from  so in the future, even if the price increases, i can honor the same price for you, all you need to do is get back on that email",offer,2
1541,"Need to be able to make a task public from a phone, as of right now you can only make it public from a desktop and mine is down for a bit.",phone,1
2730,it plays the scene and not frm the beginning of the scenes,scene,1
1408,"a second brain (use @notionhq ) for recording ideas, insights, basical.",recording,2
3241,"is separate location, like you can do with a google doc link.",Google,0
2622,please add abilty to use fractions in the number property.,fractions,0
2842,"hi, i just uploaded a video i made to youtube and there was a copyright claim on the music from your music library.",upload,1
3686,but the video media is resizing,video,1
1061,"it is free and a fantastic product that you can use to chronical, add pix etc",free,2
3920,could the ipad have overwritten the work I would done online?,iPad,0
688,"one video is going on, on screen",screen,1
98,i just found this app accidentally and it is so easy to use to make any mind mapping by just using the bullet points and it will generate!,app,2
2834,no one is listening about our problems they r coming at 5 am for delivering milk.,problems,0
1916,Creating a content calendar for clients is so easy with airtable.,calendar,1
1193,"so if i get a 720p camera on the free plan and later upgrade, can i still use the 720p video?",plan,1
1265,powerful tool but still lacks offline mode.,offline mode.,0
2478,"poor service, last min cancellation shld be avoided","service,",0
3051,"Being a professional and hobbyist software developer, I love this app very much.",developer,1
692,"we currently do not have a way to expand the lines same as described, but it is possible in the future.",line,0
1351,The best application to create and manage databases from iphone.,databases,1
3654,edit a to-do list without opening th.,list,1
1898,can you pls provide the item within 5 to 6 am,provide the item within 5 to 6 am,1
357,We use it at the company.,company,1
1246,"notion is just the perfect tool to get everything together, collect your thoughts and process it effectively.",tool,2
1929,I am not going to use as much this workspace and downgraded it to a personal free plan,workspace,1
2113,"but when filtering, notion still thinks the relation exists.","filtering,",0
3842,"there is an issue with scrolling, the app will freeze up, will not scroll but i can press links, then it will scroll very slowly trying to catch up, i have to close and reopen to fix this.",will,0
1761,we have an active backorder list to track items using @notionhq.,list,2
2644,you can have a backgorund music or sound effect at a time,music,1
1286,"if i have a ""participants"" field in a database and a team member is removed from the workspace, what.",database,1
767,", i had used a coupon code but none of the history in the app could figure out where it got vanished and none of your agents could track it, and you guys wanted me to keep a snapshot of that coupon code when i applied it.",coupon code,0
1092,you will get it under the text tab in the left panel.,text,1
2279,plz allow students to write hand writen notes and importing pdfs and exporting in the app both desktop version and android and keep ur emojis like in the desktop app plz,android,0
2069,your new software is not user friendly.,user friendly.,0
1483,hi i sent a request yesterday to get my account changed to the business account and to be billed monthly.,business,1
2566,@optemized @vemcroberts @notionhq now that is collaboration goals will def take inspiration for my upcoming move with @jazam,collaboration,2
1534,having the notion app for a call log in those busy times has been incredibly helpful in keeping on top of calls and jobs.,notion app,2
2106,excellent & prompt service.,Excellent,2
573,i am on unlimited plan by the way,plan,1
3068,examples might be: - content within a page - an entire page or pages - an entire workspace - an entire notion account can you also share any relevant page/workspace urls/names or other identifying information?,share,1
3277,faster resolution of queries and issues,queries,0
3837,Why on earth would you create such an app without landscape mode?,landscape,0
2100,i edited the address and have now applied the vat number,edited,1
3692,"hey notion team, I am trying to export my notion project(as html) to have an offline backup.",offline,2
700,"timely delivery service, and most of products available",delivery,2
2061,i was happy with notion the moment i learned about it and had my hands on it.,app,2
3971,Honestly just not a great app compared to the desktop version.,desktop version,1
1575,I don't understand how to track time in a mobile app?,mobile,1
2803,"i wish i like this app, because its desktop version works great.",desktop version,2
1782,i was in the middle of taking notes for a professional development course.,notes,1
3425,Can't load the data of linked records!,linked,0
3013,i would like to select multiple select options instead of one.,select multiple,1
817,@unbrelievable @notionhq been trying to break free for years.,free,1
3046,"For some time I was looking for an app like this, with templates ready for some jobs...",templates ready,2
1118,"okay, so i know that notion has a template library that is filled with general use templates.",templates,0
3859,desktop app windowa,Desktop,1
1892,"i wanted to tell that it is very hard to get the name of parameter, if the table is locked and entire name of parameter does not fit in column name.",table,0
1776,"refresh the entire website, or the video?","website,",1
1354,i like this functional and useful app,app,2
2619,Check the widget's performance.,performance,1
946,It is used for managing various tasks in a group.,group,1
2727,"as of the moment, we do not have an option to manually edit the created date, sorry about that.",edit,1
846,had to go back in time to google sheets today to take.,google,1
2601,"Very needed features: 

1) view dependencies on mobile 
2)",mobile,1
566,ah so did that turn off the volume for just that one scene?,volume,0
7,"some times missing to deliver, some times different orders are delivered.","deliver,",0
3740,Easy and simple but can also complex database solutions,database,0
777,it is a really powerful and feature-rich app.,app.,2
3236,"The interface is easy and slick, but is extremely limited in terms of organizing data without a hefty pricetag.",interface,1
1252,i can send you over an email so you can contact me if you all ever add a commenting feature when it comes to collaboration and any offers you have.,email,2
598,grouping some blocks together to act as one block would be a very helpful ability have in notion.,blocks,0
2049,"escribio: hello we are reaching out because we do not have a tax number such as a value-added tax (vat) number, or goods and services tax (gst) number on file for you, or the number we do have on file is invalid.",file,1
1566,no response on the issues that supr daily team does not want to resolve.,Supr daily,0
717,"This really is the best database platform for Apple devices, very user friendly.",user friendly,2
580,hi there i just tried to upgrade my account,account,1
3705,very great app!,app!,2
71,&grocerry varities,&grocerry,0
3119,You can’t change the email!!!,email,0
3964,"as of the moment, the ""turn into"" functionality is not possible on mobile yet, however on the desktop app or web, you will find this option by selecting your list of items then click the block handle or the "":"" and select ""turn into"" then ""to do list",list,1
907,costumer support is not responding and milk is not delivered everyday,Costumer support,0
1339,"i just want to be sure i have an active plan, because i receive a mail telling me that it could not charged my card, but when i check my plan, it says active",plan,1
2445,Cannot login on IOS 13.0,login,0
3816,pls deliver milk daily,milk daily,0
2590,may i know does it give any error when you try to preview?,preview,1
3374,"app must support androids ""multi-window"" api to would better on tablets and resize the app on the screen.",tablets,0
406,super access is illogically priced despite most of the items sold on mrp and reasonable profit already generated by seller.,Super Access,0
1986,and it says that while this is rendering you can duplicate the project in another dimension,duplicate,1
2900,"the fruits and veges are of poor quality.. also, the fruits and veges are damp inside the cover.",fruits,0
210,"ok, i will refund, but please cancel the plan once and let me know.",cancel,2
3028,and i plan to subscribe the 400 one,subscribe,1
1923,AirTable is an amazing tool and in the Mac works beautifully but the iOS needs much improvement.,iOS,0
1042,once you start with a blank template,template,0
1598,even your higher authorities does not look to your customer complaints.,customer complaints.,0
3561,"notion team notion.so, the all-in-one workspace for your notes, tasks, wikis, and databases.","notes,",2
537,reduce delivery/ service charges .,service charges,0
3143,i would like to be notified whenever it is fixed if possible :),notified,1
3741,"i have small table, one column has dates.","table,",0
2933,I use it to organize my stories and submissions.,organize,1
385,fruit quality can be improved.,Fruit,0
915,now it is in a neat app.,app.,2
876,"but not on business plan, correct?","Business plan,",1
2721,"i love this app, but it is a little slow compared to apps like microsoft's to-do, trello or onenote, etc","app,",2
1757,how did i not know about notion before?,Notion,2
2360,prompt delivery and friendly customer service,delivery,2
3902,your charges on each delivery is exorbitant.,delivery,0
100,this app deserve more download,app,2
964,"vegetables were of very poor quality, it was completely rotten.","quality,",0
994,i love this app but not on the ios.,iOS.,0
3934,quality should be ensured before delivery,Quality,0
837,"sure, api and offline are great, but a luxury.",API,2
1485,"i tried logging in and out, going through my history but nothing working",logging,0
2392,the best note taking app I have used it for years,app,2
3873,"@notionhq how can i create a ""tasks template"" so the same set of tasks copies to each project i create??
",tasks,1
3237,yeah i have a laptop with me but are not getting the link to edit,edit,0
303,There are so many bugs in the latest version.,bugs,0
1941,i wonder if my notion site is searchable when i search google or naver for 'yoke (a randomly specified notion site title) '.,title),1
3633,"per scene music volume can not be adjusted as of now, that is a feature we are bringing soon, but i may have a workaround for this",volume,0
2482,flexibility and on time delivery.,Flexibility,2
3353,Need Dark Mode For Free,Free,1
1847,this is seriously the best task and notes management app there is.,task,2
2210,"I am using this as a business, but it will not let me add my international tax number",tax,0
2719,"high battery consumption, poor optimization and",optimization,0
623,files don't download after pressing download,files,0
1161,order time till 11,Order time till 11,2
2954,"Excellent App, I'm sorry I just didn't meet him before",meet,1
1358,"Airtable is great because, it is simple to use with its sheet format, and it actually works on many devices - even those with older OSs - iOS 8 being one (That's amazing! How would people get anything done if they were strictly limited to the most updated devices?).

Also, it doesn't seem to be specifically built into the app, but there seems to be a way to do offline, as long as the base you want to view is left open before you go offline and viewing is all you need.

Suggestions:
- Ability to change checkbox status without having to open the specific record.

- The ability to export certain records. Let's say you have an active filter and you want to export just the ones you're viewing.

- Form view for mobile.",Form view,1
954,"i agree that this is an overwhelming app at first, but stick with it.",app,2
983,did not refund when i complainef about items not delivered,items not delivered,0
3476,"that is on the yearly plan, on the premium plan, you get unlimited storage :)",premium,2
278,"hi, i am trying to reset my password for another account and tried to send a reset email but",reset,0
3069,Using this for a side project for work,project,1
1202,Using it every day.,every day,2
1030,new app is difficult as compare to old one,app,0
1543,"you have mentioned that it is not the workspace that you want to be undeleted, but a page, right?",workspace,1
1770,i told that guy i bought this from that it is defective!,bought,0
110,"The new update took away the ability to swipe on tasks to delete/complete/reschedule.
",tasks,0
998,is it possible to get a refund and cancellation?,refund,1
1857,you are giving wrong delivery and not giving refunds,delivery,0
1477,so i can just copy what i have done on powerpoint and create a video on your service,powerpoint,1
1487,fruit are often over ripe.,Fruit,0
2489,"I knew about Asana for years now and would gladly use it for work, but none of my subordinates know English.",English,1
627,"i recently switched to notion, but i was not aware about how bad it works on android.",Android.,0
2263,this app is great.,app,2
677,the android app is so slow it is borderline unusable.,app,0
